,Full_Name,Overall,Potential,Value(in_Euro),Positions_Played,Best_Position,Nationality,Age,Club_Name,Wage(in_Euro),Release_Clause,Defending_Total,Physicality_Total,Position_Category
3432,Morten Frendrup,72,81,5000000,"CDM,CM",CDM,Denmark,21,Genoa,3000,9000000,67,75,Other
3433,James Garner,72,82,5000000,"CDM,CM",CM,England,21,Everton,18000,10500000,68,70,Midfield
3434,Jérémy Mellot,72,72,2100000,RB,RB,France,28,CD Tenerife,8000,3400000,67,77,Defense
3435,Jean-Luc Dompé,72,72,2600000,"LW,LWB",LW,France,26,Hamburger SV,12000,4200000,38,53,Attack
3436,Alex Ferrari,72,73,2200000,"CB,RB",CB,Italy,28,U.C. Sampdoria,14000,4099999,74,71,Defense
3437,Greg Taylor,72,77,3300000,LB,LWB,Scotland,24,Celtic,27000,6200000,68,70,Defense
3438,Arijanet Murić,72,80,4500000,GK,GK,Kosovo,23,Burnley,18000,9500000,45,73,Goalkeeper
3439,Mame Diouf,72,72,1100000,ST,ST,Senegal,34,İttifak Holding Konyaspor,15000,2200000,55,78,Attack
3440,Matías Catalán,72,72,2000000,"CB,RB",CB,Argentina,29,Club Atlético Talleres,11000,3000000,72,76,Defense
3441,Alberto Paleari,72,72,1600000,GK,GK,Italy,29,Benevento,3000,2600000,32,73,Goalkeeper
3442,Viktor Korniienko,72,81,5000000,LB,LB,Ukraine,23,Shakhtar Donetsk,600,12000000,66,73,Defense
3443,Andrés Cubas,72,75,3000000,"CM,CDM",CDM,Paraguay,26,Vancouver Whitecaps FC,7000,4700000,73,58,Other
3444,Vincent Pule,72,72,2300000,"RW,LW,CAM",RW,South Africa,30,Orlando Pirates,850,5100000,41,51,Attack
3445,Patrick Mainka,72,73,2400000,CB,CB,Germany,27,1. FC Heidenheim 1846,16000,3900000,74,79,Defense
3446,Hannes Wolf,72,79,4700000,"CAM,LM",CAM,Austria,23,Borussia Mönchengladbach,17000,8900000,36,65,Midfield
3447,Ricky van Wolfswinkel,72,72,1500000,"ST,CAM",ST,Netherlands,33,FC Twente,11000,2300000,44,70,Attack
3448,Paul Nardi,72,74,2000000,GK,GK,France,28,KAA Gent,13000,3200000,50,71,Goalkeeper
3449,Fabricio Díaz,72,83,4800000,"CDM,CM",CM,Uruguay,19,Liverpool Fútbol Club,500,11300000,70,63,Midfield
3450,Yuri de Souza Fonseca,72,72,800000,ST,ST,Brazil,39,SD Ponferradina,6000,1300000,37,71,Attack
3451,Jérôme Onguéné,72,78,3400000,CB,CB,Cameroon,24,Eintracht Frankfurt,15000,6500000,71,73,Defense
3452,Evandro Sérgio Rochedo Paulino,72,72,2600000,ST,ST,Brazil,26,Clube Atlético Mineiro,26000,4700000,36,64,Attack
3453,Saba Lobjanidze,72,72,2500000,"RW,RM,LM",RW,Georgia,27,Atakaş Hatayspor,12000,5000000,25,55,Attack
3454,Mats Seuntjens,72,72,2300000,"LM,ST",LM,Netherlands,30,Fortuna Sittard,12000,3500000,61,78,Midfield
3455,Hiroki Ito,72,77,3200000,"CB,CDM",CDM,Japan,23,VfB Stuttgart,14000,6000000,73,71,Other
3456,Meschack Elia,72,77,3600000,"ST,RM",ST,Congo DR,24,BSC Young Boys,16000,5700000,26,69,Attack
3457,Lee Nicholls,72,74,1900000,GK,GK,England,29,Huddersfield Town,12000,3700000,41,73,Goalkeeper
3458,Emil Bohinen,72,79,4700000,"CM,CDM",CM,Norway,23,US Salernitana 1919,16000,9400000,68,69,Midfield
3459,Darwin Quintero,72,72,1100000,"CAM,LW,LM",CAM,Colombia,34,Houston Dynamo,7000,1600000,28,54,Midfield
3460,Alan Browne,72,72,2500000,"CM,CAM,CDM",CDM,Republic of Ireland,27,Preston North End,24000,4800000,69,82,Other
3461,Rey Manaj,72,76,3300000,ST,ST,Albania,25,Watford,31000,6500000,28,70,Attack
3462,Leart Paqarada,72,72,2300000,"LB,LWB",LB,Kosovo,27,FC St. Pauli,13000,3700000,65,70,Defense
3463,Richie Laryea,72,72,2300000,"RWB,RB,LB",RWB,Canada,27,Toronto FC,36000,0,64,70,Defense
3464,Gerson Rodrigues Gouveia,72,72,2500000,"LM,ST",LM,Luxembourg,27,Al Wehda,750,0,44,80,Midfield
3465,Gustavo Rafael Lobateiro Gomes,72,72,2800000,"CAM,ST,CF",CAM,Brazil,22,Internacional,16000,5300000,33,60,Midfield
3466,Kingsley Ehizibue,72,73,2500000,RB,RB,Nigeria,27,Udinese Calcio,12000,4400000,66,76,Defense
3467,Darnell Furlong,72,75,2800000,"RWB,RB",RWB,England,26,West Bromwich Albion,22000,5500000,69,72,Defense
3468,Nick Powell,72,72,2400000,"CAM,CM,ST",CAM,England,28,Stoke City,22000,4600000,54,67,Midfield
3469,Rogério Oliveira da Silva,72,76,3100000,LB,LB,Brazil,24,U.S. Sassuolo Calcio,17000,5500000,69,58,Defense
3470,Lukáš Sadílek,72,75,3000000,"CM,CDM",CAM,Czech Republic,26,AC Sparta Praha,850,6800000,64,60,Midfield
3471,Diego Viera,72,72,1600000,CB,CB,Paraguay,31,Club Libertad,700,3500000,73,79,Defense
3472,Tony Josimar Mutto Abrão,72,72,2300000,"RB,RWB,RM",RB,Brazil,26,Fortaleza,10000,4400000,70,71,Defense
3473,Samuel Moutoussamy,72,75,3100000,"CM,CDM,LW",CDM,Congo DR,25,FC Nantes,17000,6400000,72,69,Other
3474,Jesse Joronen,72,73,1800000,GK,GK,Finland,29,Venezia FC,3000,3000000,47,71,Goalkeeper
3475,Durval Murilo Dutría Pereira,72,72,2200000,CM,CM,Brazil,30,Cuiabá,13000,4200000,69,76,Midfield
3476,Alexander Schlager,72,75,2400000,GK,GK,Austria,26,LASK Linz,14000,3800000,46,72,Goalkeeper
3477,Craig Cathcart,72,72,1100000,CB,CB,Northern Ireland,33,Watford,27000,2100000,74,71,Defense
3478,Danny Latza,72,72,1800000,"CM,CDM",CM,Germany,32,FC Schalke 04,18000,3200000,62,75,Midfield
3479,Dominik Greif,72,78,2900000,GK,GK,Slovakia,25,RCD Mallorca,13000,7000000,18,71,Goalkeeper
3480,Jesper Hansen,72,72,250000,GK,GK,Denmark,37,Aarhus GF,6000,313000,41,73,Goalkeeper
3481,Dimitrios Kourbelis,72,72,2100000,"CDM,CB",CDM,Greece,28,Panathinaikos FC,650,4600000,70,74,Other
3482,Nicolas Gavory,72,72,2300000,"LB,LWB,CB",LB,France,27,Fortuna Düsseldorf,16000,3700000,68,72,Defense
3483,Max Lowe,72,77,3200000,"LWB,LB",LWB,England,25,Sheffield United,18000,6300000,69,66,Defense
3484,Johan Dahlin,72,72,250000,GK,GK,Sweden,35,Malmö FF,3000,325000,38,79,Goalkeeper
3485,Alexandre Oukidja,72,72,750000,GK,GK,Algeria,33,FC Metz,5000,1400000,47,73,Goalkeeper
3486,Panagiotis Tachtsidis,72,72,1900000,"CM,CAM,CDM",CM,Greece,31,Al Fayha,18000,3100000,65,80,Midfield
3487,Martín Satriano,72,81,5500000,ST,ST,Uruguay,21,Empoli,31000,0,32,69,Attack
3488,Túlio Sebastião Changas Tramontino,72,72,1900000,GK,GK,Brazil,26,Palmeiras,19000,3400000,43,68,Goalkeeper
3489,Leonardo Pavoletti,72,72,1500000,ST,ST,Italy,33,Cagliari,5000,2400000,35,73,Attack
3490,Kevin Mier,72,84,5000000,GK,GK,Colombia,22,Atlético Nacional,3000,8000000,43,68,Goalkeeper
3491,Jin Ho Sin,72,72,1200000,"CDM,CAM",CM,Korea Republic,33,Pohang Steelers,6000,1500000,64,75,Midfield
3492,Anel Ahmedhodžić,72,82,4900000,CB,CB,Bosnia and Herzegovina,23,Sheffield United,16000,10300000,70,77,Defense
3493,Rasmus Nicolaisen,72,77,3100000,CB,CB,Denmark,25,Toulouse Football Club,12000,6400000,72,74,Defense
3494,Boubakar Kouyaté,72,77,3100000,CB,CB,Mali,25,FC Metz,6000,5800000,73,76,Defense
3495,Adrián Ramos,72,72,800000,ST,ST,Colombia,36,América de Cali,2000,1100000,42,70,Attack
3496,Gustavo Blanco Leschuk,72,72,2300000,ST,ST,Argentina,30,SD Eibar,9000,3700000,36,80,Attack
3497,Jair Amador Silos,72,72,1500000,CB,CB,Portugal,32,Real Zaragoza,8000,2400000,71,83,Defense
3498,Younes Namli,72,72,2400000,"CAM,RM,LM",CAM,Denmark,28,Sparta Rotterdam,9000,3500000,45,61,Midfield
3499,Sébastien Corchia,72,72,1700000,"RB,RWB",RB,France,31,FC Nantes,17000,3400000,71,59,Defense
3500,Milan van Ewijk,72,80,5000000,RWB,RWB,Netherlands,21,SC Heerenveen,5000,8300000,66,70,Defense
3501,Sekou Koita,72,82,5500000,ST,ST,Mali,22,FC Red Bull Salzburg,19000,9400000,35,71,Attack
3502,James Tomkins,72,72,1100000,CB,CB,England,33,Crystal Palace,32000,2100000,74,67,Defense
3503,Billy Sharp,72,72,800000,ST,ST,England,36,Sheffield United,17000,1500000,39,67,Attack
3504,Markus Kolke,72,72,1200000,GK,GK,Germany,31,F.C. Hansa Rostock,8000,1900000,45,71,Goalkeeper
3505,Karim Boudiaf,72,72,0,"CM,CDM",CM,Qatar,31,Free agent,0,0,67,75,Midfield
3506,Riad Nouri,72,72,750000,"RM,LM",CAM,France,37,AC Ajaccio,10000,1500000,31,57,Midfield
3507,Nyasha Mushekwi,72,72,1100000,ST,ST,Zimbabwe,34,Zhejiang Professional FC,9000,1700000,31,76,Attack
3508,Jere Uronen,72,72,2300000,LB,LB,Finland,27,Stade Brestois 29,15000,4600000,69,74,Defense
3509,Abdallah Sima,72,84,6000000,"RM,ST",ST,Senegal,21,Angers SCO,30000,0,41,72,Attack
3510,Milan Heča,72,72,1200000,GK,GK,Czech Republic,31,AC Sparta Praha,600,2600000,45,72,Goalkeeper
3511,Billy Gilmour,72,82,5000000,"CM,CDM",CM,Scotland,21,Brighton & Hove Albion,30000,10500000,67,55,Midfield
3512,Bruno Bianchi,72,72,1100000,CB,CB,Argentina,33,Atlético Tucumán,9000,1700000,72,77,Defense
3513,Deiverson Breno Kaio de Freitas,72,72,750000,CAM,CAM,Brazil,38,Flamengo,19000,1400000,44,59,Midfield
3514,Martin Kelly,72,72,1500000,"CB,RB",CB,England,32,West Bromwich Albion,22000,2900000,74,64,Defense
3515,Tommaso Augello,72,72,2300000,LB,LB,Italy,27,U.C. Sampdoria,13000,4099999,67,61,Defense
3516,Philipp Förster,72,72,2500000,"CAM,CF,CM",CAM,Germany,27,VfL Bochum 1848,18000,4500000,61,78,Midfield
3517,Jhon Duque,72,72,2000000,CDM,CDM,Colombia,30,Atlético Nacional,4000,2800000,72,74,Other
3518,Juan Manuel Insaurralde,72,72,425000,CB,CB,Argentina,37,Club Atlético Independiente,7000,638000,71,80,Defense
3519,Ahmed Musa,72,72,2300000,"RW,ST,LW",RW,Nigeria,29,Demir Grup Sivasspor,15000,4600000,30,53,Attack
3520,Andrés Herrera,72,77,3300000,"RB,RWB",RB,Argentina,23,River Plate,10000,4900000,67,70,Defense
3521,Facundo Quignon,72,72,2000000,"CDM,CM",CDM,Argentina,29,FC Dallas,6000,3000000,70,74,Other
3522,Benito Raman,72,72,2500000,"ST,RM,LM",RW,Belgium,27,RSC Anderlecht,18000,3800000,33,60,Attack
3523,Antonio Sánchez Navarro,72,75,3100000,"RM,CM,LM",CAM,Spain,25,RCD Mallorca,17000,7100000,63,72,Midfield
3524,Santiago Cáseres,72,78,3300000,"CDM,CM,CB",CDM,Argentina,25,Vélez Sarsfield,10000,5600000,67,78,Other
3525,Fábio Pereira da Silva,72,72,1700000,"LB,RB,RWB",LB,Brazil,31,FC Nantes,17000,3400000,69,65,Defense
3526,Pavel de Jesus Serra Fonseca,72,72,1900000,CB,CB,Brazil,30,América Futebol Clube,12000,3600000,74,68,Defense
3527,Peter Shalulile,72,72,2400000,ST,ST,Namibia,28,Mamelodi Sundowns FC,1000,5300000,21,62,Attack
3528,Daniele Padelli,72,72,250000,GK,GK,Italy,36,Udinese Calcio,6000,425000,45,77,Goalkeeper
3529,Bernard Mensah,72,73,2700000,"CAM,CM",CAM,Ghana,27,Yukatel Kayserispor,13000,5600000,62,65,Midfield
3530,Gregory Wüthrich,72,74,2500000,CB,CB,Switzerland,27,SK Sturm Graz,14000,3900000,71,82,Defense
3531,Jens-Lys Cajuste,72,79,4700000,"CM,CDM",CM,Sweden,22,Stade de Reims,15000,10300000,68,77,Midfield
3532,Peter Michorl,72,72,2500000,"CM,CDM,CAM",CM,Austria,27,LASK Linz,19000,3800000,64,67,Midfield
3533,Lucas Gourna,72,83,4600000,"CDM,CM",CDM,France,18,FC Red Bull Salzburg,5000,7800000,70,73,Other
3534,Óscar Sielva Moreno,72,72,2000000,"CDM,CM",CM,Spain,30,SD Huesca,8000,0,66,73,Midfield
3535,Didier Ndong,72,73,2300000,"CDM,CM",CDM,Gabon,28,Dijon FCO,6000,4200000,68,80,Other
3536,Ken Sema,72,72,2400000,"LW,LM,LWB",LW,Sweden,28,Watford,34000,4600000,60,67,Attack
3537,Federico Ricca,72,73,2500000,"LB,CB",LB,Uruguay,27,Oud-Heverlee Leuven,10000,3900000,72,70,Defense
3538,Éder Marvin Oliveira Simão,72,72,1900000,CB,CB,Brazil,30,RB Bragantino,12000,3600000,73,75,Defense
3539,Andrew Hjulsager,72,73,2700000,"CAM,CM,CF",CAM,Denmark,27,KAA Gent,16000,4300000,62,72,Midfield
3540,Lilian Brassier,72,79,4400000,"CB,LB",CB,France,22,Stade Brestois 29,13000,9700000,72,73,Defense
3541,Barry Bannan,72,72,1800000,"CM,CAM",CM,Scotland,32,Sheffield Wednesday,11000,3200000,57,56,Midfield
3542,Mateu Jaume Morey Bauzá,72,79,4500000,"RB,RM",RWB,Spain,22,Borussia Dortmund,22000,8600000,68,60,Defense
3543,Christian Luyindama,72,72,2000000,CB,CB,Congo DR,28,Antalyaspor,38000,0,71,84,Defense
3544,Guillermo Acosta,72,72,1400000,"CM,RM",CM,Argentina,33,Atlético Tucumán,10000,2100000,63,71,Midfield
3545,Nicolás Orsini,72,72,2500000,ST,ST,Argentina,27,Boca Juniors,13000,3500000,31,74,Attack
3546,Lukas Podolski,72,72,800000,"CF,ST,CAM",ST,Germany,37,Górnik Zabrze,6000,1100000,36,69,Attack
3547,Moses Usor,72,79,4600000,"RM,LM,ST",LM,Nigeria,20,SK Slavia Praha,700,11000000,38,60,Midfield
3548,Carlos Eduardo Lopes Cruz,72,75,3200000,"RM,RB,CDM",CAM,Brazil,24,FC Viktoria Plzeň,700,7300000,68,62,Midfield
3549,Steve Cook,72,72,1600000,CB,CB,England,31,Nottingham Forest,36000,3000000,73,72,Defense
3550,Viktor Gyökeres,72,78,3700000,ST,ST,Sweden,24,Coventry City,16000,7800000,29,76,Attack
3551,Paul Lasne,72,72,1200000,"CDM,CM",CDM,France,33,Paris FC,7000,2200000,69,70,Other
3552,Håkon Evjen,72,79,4800000,"RW,CAM",LM,Norway,22,AZ Alkmaar,8000,8199999,53,62,Midfield
3553,Jonatan Maidana,72,72,425000,CB,CB,Argentina,36,River Plate,8000,595000,72,75,Defense
3554,Benjamin Šeško,72,85,5500000,ST,ST,Slovenia,19,FC Red Bull Salzburg,13000,11700000,42,74,Attack
3555,Filip Panák,72,74,2600000,"CB,CDM",CB,Czech Republic,26,AC Sparta Praha,750,5900000,72,76,Defense
3556,Víctor Ignacio Malcorra,72,72,1100000,"LM,CM",LM,Argentina,34,Rosario Central,13000,1700000,59,69,Midfield
3557,Jan Bořil,72,72,1700000,"LB,RB",LB,Czech Republic,31,SK Slavia Praha,900,3700000,71,77,Defense
3558,Vicemte Ernesto Tófoli Laranjeiras,72,72,2600000,LW,LW,Brazil,26,RB Bragantino,14000,4900000,36,48,Attack
3559,Ognjen Vranješ,72,72,1500000,CB,CB,Bosnia and Herzegovina,32,Atakaş Hatayspor,10000,3000000,71,85,Defense
3560,Damián Martínez,72,72,1600000,RB,RB,Argentina,32,Rosario Central,12000,2400000,67,74,Defense
3561,Rúben Tiago Rodrigues Ribeiro,72,72,1100000,"CM,CDM,CAM",CM,Portugal,34,Atakaş Hatayspor,11000,2200000,64,62,Midfield
3562,Kerim Mrabti,72,72,2400000,"CAM,RM,ST",CAM,Sweden,28,KV Mechelen,12000,3600000,51,74,Midfield
3563,Guzmán Corujo,72,75,2800000,CB,CB,Uruguay,25,Charlotte FC,6000,4300000,74,74,Defense
3564,Stefan Ilsanker,72,72,1100000,"CB,CDM",CB,Austria,33,Genoa,4000,1800000,72,81,Defense
3565,Amahl Pellegrino,72,72,1900000,LW,LW,Norway,32,FK Bodø/Glimt,5000,2500000,38,57,Attack
3566,Andraž Šporar,72,72,2400000,ST,ST,Slovenia,28,Panathinaikos FC,750,5300000,19,67,Attack
3567,Jakob Jantscher,72,72,1500000,ST,RM,Austria,33,SK Sturm Graz,17000,2300000,38,65,Midfield
3568,Amir Abedzadeh,72,73,1800000,GK,GK,Iran,29,SD Ponferradina,6000,3000000,28,72,Goalkeeper
3569,Mariano Bíttolo,72,72,1600000,"LB,LWB,LM",LB,Argentina,32,Argentinos Juniors,10000,2400000,67,64,Defense
3570,Mohammed Dauda,72,77,3500000,"LM,ST",ST,Ghana,24,CD Tenerife,14000,0,27,61,Attack
3571,Randy Nteka,72,79,4700000,"ST,CAM,CM",ST,France,24,Rayo Vallecano,14000,10800000,54,82,Attack
3572,Nicola Murru,72,73,2500000,LB,LB,Italy,27,U.C. Sampdoria,13000,4700000,70,66,Defense
3573,Marcelo Antônio Guedes Filho,72,72,625000,CB,CB,Brazil,35,Western Sydney Wanderers,5000,781000,71,79,Defense
3574,Francisco José Villalba Rodrigo,72,79,4700000,"CAM,LM,RM",CAM,Spain,24,Málaga CF,7000,0,48,42,Midfield
3575,Ronwen Williams,72,72,1600000,GK,GK,South Africa,30,Mamelodi Sundowns FC,700,3500000,55,70,Goalkeeper
3576,Sergio Postigo Redondo,72,72,1100000,CB,CB,Spain,33,Levante Unión Deportiva,9000,1800000,73,72,Defense
3577,Felipe Aguilar,72,72,2000000,CB,CB,Colombia,29,Club Atlético Lanús,12000,3000000,75,80,Defense
3578,Irvin Cardona,72,76,3400000,ST,ST,France,24,Stade Brestois 29,16000,7100000,26,62,Attack
3579,Ivica Ivušić,72,76,0,GK,GK,Croatia,27,Free agent,0,0,41,70,Goalkeeper
3580,Gerardo Arteaga,72,79,4500000,LB,LWB,Mexico,23,KRC Genk,10000,7700000,67,66,Defense
3581,Modibo Sagnan,72,81,4900000,CB,CB,France,23,FC Utrecht,17000,0,73,73,Defense
3582,Franko Andrijašević,72,72,2000000,"ST,CM,CAM",ST,Croatia,31,Zhejiang Professional FC,9000,3100000,52,76,Attack
3583,Daniel Pedro Calvo Sanromán,72,74,2400000,CB,CB,Spain,28,Real Oviedo,8000,4000000,72,79,Defense
3584,Gonzalo Castro,72,72,750000,"LM,LW,CAM",CAM,Uruguay,37,Club Atlético River Plate,500,1600000,47,58,Midfield
3585,Erick Cabaco,72,75,2700000,CB,CB,Uruguay,27,Granada CF,17000,0,73,74,Defense
3586,César De La Hoz López,72,72,2000000,"CDM,CB",CDM,Spain,30,Unión Deportiva Almería,17000,4400000,70,77,Other
3587,Ivan Ricardo Cavaleiro,72,72,2400000,"LM,LW,ST",LM,Portugal,28,Aytemiz Alanyaspor,38000,0,37,68,Midfield
3588,Manuel Prietl,72,72,2000000,"CDM,CM,CB",CDM,Austria,30,DSC Arminia Bielefeld,13000,3200000,70,78,Other
3589,Josip Drmić,72,72,2300000,ST,ST,Switzerland,29,Dinamo Zagreb,850,5100000,38,70,Attack
3590,Nathanaël Mbuku,72,82,5000000,"CF,RM,CAM",CAM,France,20,Stade de Reims,14000,11000000,35,53,Midfield
3591,Anthony Rouault,72,84,5500000,CB,CB,France,21,Toulouse Football Club,9000,12100000,72,71,Defense
3592,Caner Erkin,72,72,1200000,"LB,LM",CAM,Turkey,33,Fatih Karagümrük S.K.,16000,2400000,66,67,Midfield
3593,Théo Valls,72,74,2900000,"CM,CDM,LM",CM,France,26,Servette FC,14000,4400000,64,70,Midfield
3594,Sergio Otálvaro,72,72,725000,RB,RB,Colombia,35,Club Olimpia,500,1600000,68,71,Defense
3595,Federico Mateos,72,72,2300000,"CM,CAM",CM,Argentina,29,Deportivo Ñublense,7000,3100000,53,66,Midfield
3596,Hélton Luiz Celanova Vieira,72,72,2300000,ST,ST,Brazil,30,Internacional,21000,4400000,22,73,Attack
3597,Josip Mišić,72,72,2300000,"CM,CDM",CM,Croatia,28,Dinamo Zagreb,800,5100000,65,72,Midfield
3598,Adrián San Miguel Castillo,72,72,250000,GK,GK,Spain,35,Liverpool,28000,463000,43,69,Goalkeeper
3599,Luca Caldirola,72,72,1600000,CB,CB,Italy,31,AC Monza,29000,2700000,72,68,Defense
3600,Branimir Hrgota,72,72,2300000,"ST,RW",ST,Sweden,29,SpVgg Greuther Fürth,10000,3700000,25,63,Attack
3601,Javier Báez,72,72,1600000,"CB,RB",CB,Paraguay,31,Rosario Central,12000,2400000,72,72,Defense
3602,Camillo Ciano,72,72,1900000,"ST,CAM",LW,Italy,32,Benevento,5000,3000000,28,62,Attack
3603,Jonas Meffert,72,73,2400000,"CDM,CM",CDM,Germany,27,Hamburger SV,10000,4000000,71,77,Other
3604,Federico Ricci,72,72,2400000,"RW,CAM",RW,Italy,28,Urbs Reggina 1914,3000,3700000,47,46,Attack
3605,Jean Evrard Kouassi,72,72,2500000,"LW,ST,RW",LW,Côte d'Ivoire,27,Fatih Karagümrük S.K.,26000,0,31,67,Attack
3606,Diego Zabala,72,72,2300000,"RW,RM,CAM",RW,Uruguay,30,Club Nacional de Football,750,5100000,39,61,Attack
3607,Young Joon Choi,72,72,2000000,"CDM,CM",CDM,Korea Republic,30,Jeju United FC,6000,2500000,69,81,Other
3608,Erik Thommy,72,72,2500000,"LM,RM,CF",LM,Germany,27,Sporting Kansas City,7000,3600000,33,50,Midfield
3609,Fran Tudor,72,73,2800000,"RM,CB,RWB",RWB,Croatia,26,Raków Częstochowa,10000,4000000,67,74,Defense
3610,Dwight Gayle,72,72,2000000,"ST,LW",ST,England,31,Stoke City,23000,3800000,28,57,Attack
3611,Nicolás Capaldo,72,79,4700000,CM,CDM,Argentina,23,FC Red Bull Salzburg,17000,8000000,69,77,Other
3612,Alessio Zerbin,72,80,5000000,LW,CAM,Italy,23,Napoli,31000,9500000,36,65,Midfield
3613,Gérson Fábio Noalha Rochela,72,72,2300000,"ST,CAM,LM",ST,Brazil,30,Palmeiras,27000,4099999,31,68,Attack
3614,Mathias Pereira Lage,72,75,3100000,"LM,RWB,RM",LM,Portugal,25,Stade Brestois 29,16000,6400000,61,65,Midfield
3615,Federico Barba,72,73,2200000,"CB,LB",CB,Italy,28,Pisa,4000,3700000,73,72,Defense
3616,Mato Jajalo,72,72,800000,"CDM,CM",CDM,Bosnia and Herzegovina,34,Udinese Calcio,12000,1400000,70,73,Other
3617,Jóhann Berg Guðmundsson,72,72,1900000,"RM,LM",RM,Iceland,31,Burnley,30000,3600000,61,66,Midfield
3618,Keven Schlotterbeck,72,76,2900000,CB,CB,Germany,25,Sport-Club Freiburg,17000,5100000,74,74,Defense
3619,Lorenzo Venuti,72,73,2500000,RB,RB,Italy,27,Fiorentina,30000,4400000,68,62,Defense
3620,Leandro Chichizola,71,71,925000,GK,GK,Argentina,32,Parma,3000,1500000,51,69,Goalkeeper
3621,Joe Allen,71,71,1200000,"CDM,CM",CDM,Wales,32,Swansea City,17000,2300000,69,63,Other
3622,Maximilian Ullmann,71,74,2300000,LB,LWB,Austria,26,Venezia FC,3000,3900000,63,73,Defense
3623,Dara O'Shea,71,78,3500000,"CB,RB",CB,Republic of Ireland,23,West Bromwich Albion,17000,7400000,72,74,Defense
3624,Ado Onaiwu,71,74,2500000,ST,ST,Japan,26,Toulouse Football Club,14000,5200000,38,70,Attack
3625,Jesús Jiménez Núñez,71,71,1900000,ST,RW,Spain,28,Toronto FC,7000,2900000,37,69,Attack
3626,Levin Öztunalı,71,72,2200000,"RM,CM,RWB",RM,Germany,26,1. FC Union Berlin,19000,4099999,48,68,Midfield
3627,Ismail Jakobs,71,79,4200000,"LM,LB",LM,Germany,22,AS Monaco,24000,8800000,65,68,Midfield
3628,Mads Hermansen,71,80,3600000,GK,GK,Denmark,21,Brøndby IF,5000,5400000,49,69,Goalkeeper
3629,Hamza Sakhi,71,74,2400000,"CM,LM,RM",CAM,Morocco,26,AJ Auxerre,12000,5000000,57,59,Midfield
3630,Emir Sahiti,71,75,2700000,"RW,LW,LM",RM,Kosovo,23,Hajduk Split,700,6100000,40,58,Midfield
3631,Simone Scuffet,71,72,1600000,GK,GK,Italy,26,CFR Cluj,8000,2400000,50,70,Goalkeeper
3632,Kennedy Boateng,71,77,2600000,CB,CB,Togo,25,Santa Clara,4000,5900000,71,77,Defense
3633,Fernando Uribe,71,71,900000,ST,ST,Colombia,34,Junior FC,3000,1300000,28,69,Attack
3634,Abdón Prats Bastidas,71,71,1900000,"ST,LM",ST,Spain,29,RCD Mallorca,18000,4200000,29,66,Attack
3636,Ondřej Čelůstka,71,71,900000,CB,CB,Czech Republic,33,AC Sparta Praha,650,2000000,69,76,Defense
3637,João Pedro Junqueira de Jesus,71,84,4500000,"ST,LM",ST,Brazil,20,Watford,22000,11400000,25,58,Attack
3638,Gastón Olveira,71,72,1400000,GK,GK,Uruguay,29,Club Olimpia,500,3200000,19,68,Goalkeeper
3639,Lukáš Juliš,71,71,2000000,ST,ST,Czech Republic,27,AC Sparta Praha,800,4400000,29,68,Attack
3640,Erhan Mašović,71,76,2600000,"CB,CDM",CB,Serbia,23,VfL Bochum 1848,12000,4900000,74,68,Defense
3641,Mauro Guilherme Ribeiro Rangel,71,71,1800000,CAM,CAM,Brazil,30,RB Bragantino,11000,3400000,39,55,Midfield
3642,Francesco Vicari,71,73,2000000,CB,CB,Italy,27,Bari,3000,3300000,73,68,Defense
3643,Jonás Ramalho Chimeno,71,71,1600000,"CB,RB",CB,Angola,29,Málaga CF,7000,2600000,71,72,Defense
3644,Édson Felipe da Cruz,71,71,1300000,"CDM,CB",CDM,Brazil,31,Al Adalah,13000,2100000,71,76,Other
3645,Erik Pieters,71,71,975000,"LB,LM",CB,Netherlands,33,West Bromwich Albion,20000,1900000,74,72,Defense
3646,Alfredo Aguilar,71,71,600000,GK,GK,Paraguay,33,Club Olimpia,500,1300000,46,68,Goalkeeper
3647,Henry Kessler,71,76,2600000,CB,CB,United States,24,New England Revolution,5000,4099999,71,76,Defense
3648,Carleto Adilson Costinha Caldeira,71,71,1800000,"CAM,ST,RM",RM,Brazil,30,Fluminense,15000,3400000,38,54,Midfield
3649,Reinaldo Lenis,71,71,1800000,"RM,LM,ST",RM,Colombia,29,Al Adalah,15000,3000000,36,62,Midfield
3650,Ryan Manning,71,73,2100000,"LWB,CB,LB",LWB,Republic of Ireland,26,Swansea City,17000,4099999,67,69,Defense
3651,Ezequiel Cerutti,71,71,1800000,"RW,RM,ST",RW,Argentina,30,San Lorenzo de Almagro,11000,2700000,34,63,Attack
3652,Abdullah Al Mayoof,71,71,210000,GK,GK,Saudi Arabia,35,Al Hilal,11000,357000,32,72,Goalkeeper
3653,Víctor Camarasa Ferrando,71,71,1900000,"CM,CAM,RM",CM,Spain,28,Real Betis Balompié,15000,4000000,68,70,Midfield
3654,Ao Tanaka,71,76,2600000,"CDM,CM",CM,Japan,23,Fortuna Düsseldorf,12000,4400000,68,69,Midfield
3655,César Falletti,71,71,1800000,"CAM,RM,CF",CAM,Uruguay,29,Ternana,4000,2800000,33,62,Midfield
3656,Max Meyer,71,72,2200000,"CM,CAM,LM",CAM,Germany,26,FC Luzern,11000,3400000,63,59,Midfield
